Student Name, Student ID, Time In, Time Out, Tutor Name, Tutor ID, Tutor Time In, Tutor Time Out, Class, Table
Jonathan Hart, 000091749, 2020-04-21 17:27:08, 2020-04-21 17:45:58, Carmen Russell, 008383371, 2020-04-21 14:41:45, 2020-04-21 17:59:45, MATH 098 Elementary Algebra, 9
Stephanie Santos, 006231982, 2020-04-21 16:39:47, 2020-04-21 16:44:01, Carmen Russell, 008383371, 2020-04-21 14:41:45, 2020-04-21 17:59:45, MATH 099 Intermediate Algebra, 9
Kimberly Lane, 001414979, 2020-03-30 15:46:03, 2020-03-30 16:24:28, Carmen Russell, 008383371, 2020-03-30 14:18:00, 2020-03-30 16:38:00, CPSC 231 Computer Science II, 11
Jonathan Russell, 000127055, 2020-03-30 14:25:54, 2020-03-30 15:01:51, Carmen Russell, 008383371, 2020-03-30 14:18:00, 2020-03-30 16:38:00, MATH 109 Calculus with Applications in Business and Social Science, 11
John Mills, 000433192, 2020-03-30 15:05:16, 2020-03-30 16:32:58, Carmen Russell, 008383371, 2020-03-30 14:18:00, 2020-03-30 16:38:00, CPSC 348 Software Engineering, 11
Amy Anderson, 007504698, 2020-03-30 15:59:18, 2020-03-30 16:16:12, Carmen Russell, 008383371, 2020-03-30 14:18:00, 2020-03-30 16:38:00, CPSC 230 Computer Science I, 11
Sean Reid, 005986341, 2020-03-30 15:55:03, 2020-03-30 16:22:44, Carmen Russell, 008383371, 2020-03-30 14:18:00, 2020-03-30 16:38:00, MATH 310 History of Mathematics, 11
Anthony Church, 003441527, 2020-03-30 15:37:38, 2020-03-30 16:01:39, Carmen Russell, 008383371, 2020-03-30 14:18:00, 2020-03-30 16:38:00, MATH 215 Introduction to Linear Algebra and Differential Equations, 11
James Beard, 003204164, 2020-04-21 11:56:13, 2020-04-21 12:06:14, Carmen Russell, 008383371, 2020-04-21 10:10:23, 2020-04-21 12:07:23, CPSC 244 Level Design I, 11
Stephanie Jackson, 004862974, 2020-04-21 10:42:39, 2020-04-21 11:58:05, Carmen Russell, 008383371, 2020-04-21 10:10:23, 2020-04-21 12:07:23, CPSC 231 Computer Science II, 11
Kyle Howell, 000354106, 2020-04-21 10:49:01, 2020-04-21 10:59:13, Carmen Russell, 008383371, 2020-04-21 10:10:23, 2020-04-21 12:07:23, MATH 210 Multivariable Calculus, 11
Kathleen Barr, 003562135, 2020-04-21 11:40:53, 2020-04-21 12:04:14, Carmen Russell, 008383371, 2020-04-21 10:10:23, 2020-04-21 12:07:23, MATH 460 Modern Algebra, 11
Brandy Downs, 007256665, 2020-04-21 10:54:35, 2020-04-21 11:34:12, Carmen Russell, 008383371, 2020-04-21 10:10:23, 2020-04-21 12:07:23, MATH 210 Multivariable Calculus, 11
Diamond Young, 008721086, 2020-04-21 11:10:09, 2020-04-21 11:39:00, Carmen Russell, 008383371, 2020-04-21 10:10:23, 2020-04-21 12:07:23, CPSC 236 Visual Programming, 11
Alexis Smith, 009748276, 2020-04-14 12:27:22, 2020-04-14 13:36:25, Dana Davis, 000492448, 2020-04-14 11:28:57, 2020-04-14 15:12:57, CPSC 244 Level Design I, 8
Pamela Garcia, 005348184, 2020-04-14 15:08:09, 2020-04-14 15:12:02, Dana Davis, 000492448, 2020-04-14 11:28:57, 2020-04-14 15:12:57, MATH 120 Introduction to Cryptography: The Mathematics of Privacy, 8
Gabriel Marshall, 009403127, 2020-04-14 14:23:27, 2020-04-14 14:55:49, Dana Davis, 000492448, 2020-04-14 11:28:57, 2020-04-14 15:12:57, MATH 211 Linear Algebra, 8
Susan Garcia, 002790860, 2020-04-14 12:10:27, 2020-04-14 12:39:54, Dana Davis, 000492448, 2020-04-14 11:28:57, 2020-04-14 15:12:57, MATH 370 Special Topics in Mathematics, 8
Deanna Wagner, 001634637, 2020-04-14 13:25:31, 2020-04-14 14:46:46, Dana Davis, 000492448, 2020-04-14 11:28:57, 2020-04-14 15:12:57, MATH 115 Calculus Part I: Differentiation and Integration, 8
Jesus Reed, 005260969, 2020-04-14 14:17:23, 2020-04-14 14:42:46, Dana Davis, 000492448, 2020-04-14 11:28:57, 2020-04-14 15:12:57, MATH 111 Single Variable Calculus II, 8
Antonio Gutierrez, 002369582, 2020-04-21 11:24:49, 2020-04-21 12:04:24, Lee Fuller, 007454223, 2020-04-21 10:10:37, 2020-04-21 13:40:37, CPSC 445 High Performance Computing, 13
Carlos Braun, 007750393, 2020-04-21 11:05:20, 2020-04-21 13:36:55, Lee Fuller, 007454223, 2020-04-21 10:10:37, 2020-04-21 13:40:37, CPSC 435 BioMedical Informatics, 13
Christian Johnson, 001886943, 2020-04-21 13:40:21, 2020-04-21 13:40:29, Lee Fuller, 007454223, 2020-04-21 10:10:37, 2020-04-21 13:40:37, MATH 251 Discrete Mathematics II, 13
Shane Palmer, 007503946, 2020-04-21 13:08:41, 2020-04-21 13:27:41, Lee Fuller, 007454223, 2020-04-21 10:10:37, 2020-04-21 13:40:37, CPSC 465 Integrated Circuit Design I, 13
Parker Newman, 004101566, 2020-04-21 12:03:12, 2020-04-21 12:53:58, Lee Fuller, 007454223, 2020-04-21 10:10:37, 2020-04-21 13:40:37, MATH 450 Real Analysis, 13
Cynthia Nunez, 003476806, 2020-04-21 13:02:18, 2020-04-21 13:32:27, Lee Fuller, 007454223, 2020-04-21 10:10:37, 2020-04-21 13:40:37, CPSC 355 Human Computer Interaction, 13
Robert Mcintyre, 009947854, 2020-04-15 13:02:35, 2020-04-15 14:20:12, Lee Fuller, 007454223, 2020-04-15 11:15:00, 2020-04-15 15:04:00, MATH 251 Discrete Mathematics II, 14
Cameron Perez, 002506774, 2020-04-15 11:41:21, 2020-04-15 14:38:52, Lee Fuller, 007454223, 2020-04-15 11:15:00, 2020-04-15 15:04:00, CPSC 491 Student-Faculty Research/Creative Activity, 14
Isaac Macdonald, 005360952, 2020-04-15 14:03:02, 2020-04-15 14:52:14, Lee Fuller, 007454223, 2020-04-15 11:15:00, 2020-04-15 15:04:00, MATH 111 Single Variable Calculus II, 14
Alejandro Meyer, 001129032, 2020-04-15 13:59:57, 2020-04-15 15:02:36, Lee Fuller, 007454223, 2020-04-15 11:15:00, 2020-04-15 15:04:00, MATH 361 Mathematical Statistics, 14
Susan Johnson, 006624674, 2020-04-15 13:16:48, 2020-04-15 13:54:51, Lee Fuller, 007454223, 2020-04-15 11:15:00, 2020-04-15 15:04:00, MATH 450 Real Analysis, 14
Kevin Johnson, 007211744, 2020-04-15 14:58:55, 2020-04-15 15:00:35, Lee Fuller, 007454223, 2020-04-15 11:15:00, 2020-04-15 15:04:00, MATH 108 The Nature of Mathematics, 14
Nicholas Jones, 000437483, 2020-03-30 15:48:53, 2020-03-30 17:00:01, Lee Fuller, 007454223, 2020-03-30 14:11:00, 2020-03-30 17:35:00, CPSC 320 Quantum Information Science, 8
Brian Johnson, 000015044, 2020-03-30 17:06:17, 2020-03-30 17:28:28, Lee Fuller, 007454223, 2020-03-30 14:11:00, 2020-03-30 17:35:00, CPSC 344 Level Design II, 8
Donald Meza, 000292719, 2020-03-30 15:29:54, 2020-03-30 16:30:49, Lee Fuller, 007454223, 2020-03-30 14:11:00, 2020-03-30 17:35:00, CPSC 357 iOS Application Development, 8
James Garcia, 008211191, 2020-03-30 17:08:20, 2020-03-30 17:13:58, Lee Fuller, 007454223, 2020-03-30 14:11:00, 2020-03-30 17:35:00, CPSC 230 Computer Science I, 8
Jessica Jackson, 007611778, 2020-03-30 17:29:57, 2020-03-30 17:34:33, Lee Fuller, 007454223, 2020-03-30 14:11:00, 2020-03-30 17:35:00, MATH 360 Probability Theory, 8
Courtney Mullen, 001256821, 2020-03-30 14:28:09, 2020-03-30 15:39:57, Lee Fuller, 007454223, 2020-03-30 14:11:00, 2020-03-30 17:35:00, MATH 098 Elementary Algebra, 8
Elijah Sullivan, 009864391, 2020-04-23 13:49:43, 2020-04-23 15:43:24, Lee Fuller, 007454223, 2020-04-23 13:35:41, 2020-04-23 15:54:41, CPSC 458 Web Engineering, 14
Aaron Scott, 005458500, 2020-04-23 14:38:03, 2020-04-23 14:43:45, Lee Fuller, 007454223, 2020-04-23 13:35:41, 2020-04-23 15:54:41, CPSC 290 Independent Internship, 14
Joshua Green, 003221772, 2020-04-23 13:52:32, 2020-04-23 14:24:22, Lee Fuller, 007454223, 2020-04-23 13:35:41, 2020-04-23 15:54:41, CPSC 285 Social and Ethical Issues in Computing, 14
Walter Simpson, 002025531, 2020-04-23 14:10:49, 2020-04-23 15:04:21, Lee Fuller, 007454223, 2020-04-23 13:35:41, 2020-04-23 15:54:41, CPSC 230 Computer Science I, 14
Lauren Hammond, 004531935, 2020-04-23 13:47:50, 2020-04-23 13:55:22, Lee Fuller, 007454223, 2020-04-23 13:35:41, 2020-04-23 15:54:41, MATH 208 Foundations of Geometry, 14
Phillip Burch, 004685053, 2020-04-23 15:19:20, 2020-04-23 15:34:00, Lee Fuller, 007454223, 2020-04-23 13:35:41, 2020-04-23 15:54:41, MATH 280 Mathematics Tutoring, 14
Chelsey Jones, 005812739, 2020-04-08 15:36:31, 2020-04-08 16:10:07, Robert Nelson, 002404156, 2020-04-08 14:23:58, 2020-04-08 17:09:58, MATH 303 Biostatistics, 12
Mark Wu, 004040092, 2020-04-08 16:51:53, 2020-04-08 16:59:11, Robert Nelson, 002404156, 2020-04-08 14:23:58, 2020-04-08 17:09:58, MATH 104 Pre-Calculus Mathematics, 12
Shawn Payne, 003983083, 2020-04-08 16:41:25, 2020-04-08 16:48:58, Robert Nelson, 002404156, 2020-04-08 14:23:58, 2020-04-08 17:09:58, CPSC 351 Computer Architecture I, 12
Kelsey Smith, 007995551, 2020-04-08 16:43:16, 2020-04-08 16:58:46, Robert Nelson, 002404156, 2020-04-08 14:23:58, 2020-04-08 17:09:58, CPSC 340 Game Development, 12
Elizabeth Galvan, 005273690, 2020-04-08 17:00:27, 2020-04-08 17:06:02, Robert Nelson, 002404156, 2020-04-08 14:23:58, 2020-04-08 17:09:58, MATH 440 Topology, 12
Patrick Wallace, 009766226, 2020-04-08 15:30:15, 2020-04-08 15:47:50, Robert Nelson, 002404156, 2020-04-08 14:23:58, 2020-04-08 17:09:58, MATH 460 Modern Algebra, 12
Wendy Wright, 001290421, 2020-04-08 15:25:01, 2020-04-08 15:28:17, Robert Nelson, 002404156, 2020-04-08 13:35:24, 2020-04-08 15:32:24, CPSC 230 Computer Science I, 7
Tracy Wilson, 006486586, 2020-04-08 14:09:58, 2020-04-08 14:26:14, Robert Nelson, 002404156, 2020-04-08 13:35:24, 2020-04-08 15:32:24, MATH 380 Introduction to Abstract Algebra, 7
Willie Porter, 009544469, 2020-04-08 14:27:32, 2020-04-08 15:10:28, Robert Nelson, 002404156, 2020-04-08 13:35:24, 2020-04-08 15:32:24, MATH 109 Calculus with Applications in Business and Social Science, 7
Tammy Perry, 008836460, 2020-04-08 15:17:21, 2020-04-08 15:18:29, Robert Nelson, 002404156, 2020-04-08 13:35:24, 2020-04-08 15:32:24, CPSC 260 Introduction to Robotics, 7
Michael Ruiz, 001400768, 2020-04-08 13:47:34, 2020-04-08 14:39:37, Robert Nelson, 002404156, 2020-04-08 13:35:24, 2020-04-08 15:32:24, CPSC 320 Quantum Information Science, 7
Catherine Clark, 007879290, 2020-04-08 14:41:52, 2020-04-08 15:10:01, Robert Nelson, 002404156, 2020-04-08 13:35:24, 2020-04-08 15:32:24, CPSC 340 Game Development, 7
Joseph Li, 007583058, 2020-04-08 14:34:32, 2020-04-08 14:36:56, Russell Robinson, 002972757, 2020-04-08 13:12:07, 2020-04-08 15:04:07, CPSC 308 Enterprise Data Management, 14
Caleb Morgan, 009142822, 2020-04-08 13:49:36, 2020-04-08 13:52:42, Russell Robinson, 002972757, 2020-04-08 13:12:07, 2020-04-08 15:04:07, CPSC 358 Assistive Technology, 14
Brent Fuller, 000077198, 2020-04-08 14:50:25, 2020-04-08 14:56:30, Russell Robinson, 002972757, 2020-04-08 13:12:07, 2020-04-08 15:04:07, MATH 315 Linear Algebra II (Advanced Linear Algebra), 14
Samantha Macias, 009294145, 2020-04-08 14:54:21, 2020-04-08 15:00:39, Russell Robinson, 002972757, 2020-04-08 13:12:07, 2020-04-08 15:04:07, MATH 120 Introduction to Cryptography: The Mathematics of Privacy, 14
Kirk Parker, 005051191, 2020-04-08 13:37:23, 2020-04-08 14:40:26, Russell Robinson, 002972757, 2020-04-08 13:12:07, 2020-04-08 15:04:07, MATH 453 Foundations of Quantum Mechanics, 14
Cynthia Davis, 009520766, 2020-04-08 14:27:46, 2020-04-08 15:02:23, Russell Robinson, 002972757, 2020-04-08 13:12:07, 2020-04-08 15:04:07, CPSC 402 Compiler Construction, 14
Lisa Marshall, 002636341, 2020-04-14 15:56:30, 2020-04-14 16:12:24, Russell Robinson, 002972757, 2020-04-14 14:08:37, 2020-04-14 16:39:37, CPSC 320 Quantum Information Science, 5
Theresa Bush, 005475327, 2020-04-14 15:20:56, 2020-04-14 16:08:55, Russell Robinson, 002972757, 2020-04-14 14:08:37, 2020-04-14 16:39:37, CPSC 350 Data Structures and Algorithms, 5
Sean Stewart, 003721899, 2020-04-14 15:58:47, 2020-04-14 16:07:59, Russell Robinson, 002972757, 2020-04-14 14:08:37, 2020-04-14 16:39:37, MATH 315 Linear Algebra II (Advanced Linear Algebra), 5
Nicholas Blake, 001524511, 2020-04-14 15:50:12, 2020-04-14 16:38:26, Russell Robinson, 002972757, 2020-04-14 14:08:37, 2020-04-14 16:39:37, MATH 440 Topology, 5
Melanie Moore, 004503422, 2020-04-14 14:48:21, 2020-04-14 15:03:24, Russell Robinson, 002972757, 2020-04-14 14:08:37, 2020-04-14 16:39:37, MATH 208 Foundations of Geometry, 5
Julie Myers, 003184106, 2020-04-14 14:50:34, 2020-04-14 14:57:45, Russell Robinson, 002972757, 2020-04-14 14:08:37, 2020-04-14 16:39:37, MATH 464 Game Theory I, 5
Jacqueline Gallagher, 001346287, 2020-04-24 11:43:31, 2020-04-24 12:19:28, Russell Robinson, 002972757, 2020-04-24 11:38:07, 2020-04-24 12:45:07, CPSC 351 Computer Architecture I, 5
Dana Montoya, 002642213, 2020-04-24 12:23:33, 2020-04-24 12:32:24, Russell Robinson, 002972757, 2020-04-24 11:38:07, 2020-04-24 12:45:07, CPSC 393 Machine Learning, 5
Stephen Brown, 005715864, 2020-04-24 12:23:07, 2020-04-24 12:38:18, Russell Robinson, 002972757, 2020-04-24 11:38:07, 2020-04-24 12:45:07, MATH 120 Introduction to Cryptography: The Mathematics of Privacy, 5
Ruth Gonzales, 005273312, 2020-04-24 12:00:47, 2020-04-24 12:18:01, Russell Robinson, 002972757, 2020-04-24 11:38:07, 2020-04-24 12:45:07, MATH 303 Biostatistics, 5
Joel Kelley, 001531523, 2020-04-24 12:13:46, 2020-04-24 12:19:25, Russell Robinson, 002972757, 2020-04-24 11:38:07, 2020-04-24 12:45:07, CPSC 358 Assistive Technology, 5
Andrew Cohen, 007597844, 2020-04-24 12:16:38, 2020-04-24 12:39:36, Russell Robinson, 002972757, 2020-04-24 11:38:07, 2020-04-24 12:45:07, CPSC 344 Level Design II, 5
Daniel Gibson, 003881472, 2020-04-09 12:47:50, 2020-04-09 12:48:28, Russell Robinson, 002972757, 2020-04-09 11:35:52, 2020-04-09 12:48:52, CPSC 445 High Performance Computing, 8
Lonnie Flynn, 008899866, 2020-04-09 12:27:52, 2020-04-09 12:32:25, Russell Robinson, 002972757, 2020-04-09 11:35:52, 2020-04-09 12:48:52, CPSC 352 Computer Architecture II, 8
Linda Smith, 003572807, 2020-04-09 11:37:27, 2020-04-09 12:20:06, Russell Robinson, 002972757, 2020-04-09 11:35:52, 2020-04-09 12:48:52, CPSC 490 Independent Internship, 8
Elizabeth Cannon, 008021054, 2020-04-09 12:17:10, 2020-04-09 12:36:46, Russell Robinson, 002972757, 2020-04-09 11:35:52, 2020-04-09 12:48:52, MATH 350 Differential Equations, 8
Erika Richardson, 000325689, 2020-04-09 12:13:49, 2020-04-09 12:21:32, Russell Robinson, 002972757, 2020-04-09 11:35:52, 2020-04-09 12:48:52, MATH 199 Individual Study, 8
Adrian Griffin, 006360939, 2020-04-09 12:34:02, 2020-04-09 12:39:58, Russell Robinson, 002972757, 2020-04-09 11:35:52, 2020-04-09 12:48:52, CPSC 380 Operating Systems, 8
Molly Nelson, 002732931, 2020-04-02 16:46:18, 2020-04-02 16:56:29, Alex Hernandez, 003192544, 2020-04-02 14:24:50, 2020-04-02 17:57:50, CPSC 350 Data Structures and Algorithms, 1
Sharon Hamilton, 008292717, 2020-04-02 14:32:17, 2020-04-02 16:35:46, Alex Hernandez, 003192544, 2020-04-02 14:24:50, 2020-04-02 17:57:50, CPSC 291 Student-Faculty Research/Creative Activity, 1
Nicole Garza, 002108011, 2020-04-02 14:30:48, 2020-04-02 17:22:15, Alex Hernandez, 003192544, 2020-04-02 14:24:50, 2020-04-02 17:57:50, MATH 399 Individual Study, 1
Nicholas Martinez, 002935511, 2020-04-02 14:27:26, 2020-04-02 17:33:33, Alex Hernandez, 003192544, 2020-04-02 14:24:50, 2020-04-02 17:57:50, MATH 115 Calculus Part I: Differentiation and Integration, 1
Scott Mitchell, 009839399, 2020-04-02 14:51:34, 2020-04-02 16:04:05, Alex Hernandez, 003192544, 2020-04-02 14:24:50, 2020-04-02 17:57:50, CPSC 356 Android Application Development, 1
Joshua Rhodes, 002613224, 2020-04-02 17:24:53, 2020-04-02 17:57:38, Alex Hernandez, 003192544, 2020-04-02 14:24:50, 2020-04-02 17:57:50, CPSC 393 Machine Learning, 1
Sara Lawrence, 000035635, 2020-04-15 16:01:17, 2020-04-15 16:13:59, Alex Hernandez, 003192544, 2020-04-15 12:54:26, 2020-04-15 16:40:26, CPSC 458 Web Engineering, 3
Patrick Klein, 005179743, 2020-04-15 16:00:48, 2020-04-15 16:20:10, Alex Hernandez, 003192544, 2020-04-15 12:54:26, 2020-04-15 16:40:26, MATH 210 Multivariable Calculus, 3
Adam Cain, 005521847, 2020-04-15 16:36:53, 2020-04-15 16:37:17, Alex Hernandez, 003192544, 2020-04-15 12:54:26, 2020-04-15 16:40:26, MATH 203 Introduction to Statistics, 3
Kylie Fuentes, 002289571, 2020-04-15 14:20:34, 2020-04-15 14:57:55, Alex Hernandez, 003192544, 2020-04-15 12:54:26, 2020-04-15 16:40:26, CPSC 308 Enterprise Data Management, 3
Lisa Anderson, 004740607, 2020-04-15 15:45:26, 2020-04-15 16:21:10, Alex Hernandez, 003192544, 2020-04-15 12:54:26, 2020-04-15 16:40:26, MATH 380 Introduction to Abstract Algebra, 3
Adam Nguyen, 004549277, 2020-04-15 13:42:03, 2020-04-15 15:06:07, Alex Hernandez, 003192544, 2020-04-15 12:54:26, 2020-04-15 16:40:26, CPSC 491 Student-Faculty Research/Creative Activity, 3
James Fritz, 005921131, 2020-04-23 13:50:34, 2020-04-23 14:28:55, Alex Hernandez, 003192544, 2020-04-23 13:29:40, 2020-04-23 14:40:40, MATH 464 Game Theory I, 6
Johnny Kerr, 003065459, 2020-04-23 14:39:31, 2020-04-23 14:40:09, Alex Hernandez, 003192544, 2020-04-23 13:29:40, 2020-04-23 14:40:40, MATH 229 Experimental Course, 6
Aimee Carlson, 000476370, 2020-04-23 14:05:40, 2020-04-23 14:17:27, Alex Hernandez, 003192544, 2020-04-23 13:29:40, 2020-04-23 14:40:40, CPSC 354 Programming Languages, 6
Gregory Moran, 006539542, 2020-04-23 14:25:50, 2020-04-23 14:39:51, Alex Hernandez, 003192544, 2020-04-23 13:29:40, 2020-04-23 14:40:40, CPSC 290 Independent Internship, 6
Jennifer Dean, 003156244, 2020-04-23 13:29:42, 2020-04-23 13:38:44, Alex Hernandez, 003192544, 2020-04-23 13:29:40, 2020-04-23 14:40:40, CPSC 244 Level Design I, 6
Christian Rhodes, 002601266, 2020-04-23 13:49:59, 2020-04-23 14:08:10, Alex Hernandez, 003192544, 2020-04-23 13:29:40, 2020-04-23 14:40:40, MATH 116 Calculus Part II: Optimization and Differential Equations, 6
Deborah Wheeler, 004380710, 2020-04-17 15:32:45, 2020-04-17 15:43:29, John Jones, 005789122, 2020-04-17 13:21:59, 2020-04-17 15:53:59, MATH 108 The Nature of Mathematics, 3
Christopher Watson, 002738499, 2020-04-17 14:56:23, 2020-04-17 15:22:25, John Jones, 005789122, 2020-04-17 13:21:59, 2020-04-17 15:53:59, MATH 251 Discrete Mathematics II, 3
Beverly Smith, 008095483, 2020-04-17 14:40:24, 2020-04-17 15:32:19, John Jones, 005789122, 2020-04-17 13:21:59, 2020-04-17 15:53:59, CPSC 308 Enterprise Data Management, 3
Kevin Hernandez, 006515451, 2020-04-17 15:47:36, 2020-04-17 15:47:42, John Jones, 005789122, 2020-04-17 13:21:59, 2020-04-17 15:53:59, CPSC 465 Integrated Circuit Design I, 3
Lori Hudson, 000096063, 2020-04-17 15:13:22, 2020-04-17 15:52:37, John Jones, 005789122, 2020-04-17 13:21:59, 2020-04-17 15:53:59, MATH 290 Independent Internship, 3
Deborah Smith, 004029781, 2020-04-17 15:46:25, 2020-04-17 15:48:36, John Jones, 005789122, 2020-04-17 13:21:59, 2020-04-17 15:53:59, MATH 360 Probability Theory, 3
Anthony Williams, 006692381, 2020-04-02 11:59:47, 2020-04-02 13:15:57, John Jones, 005789122, 2020-04-02 11:33:51, 2020-04-02 14:36:51, CPSC 370 Topics in Computer Science, 5
April Leblanc, 006426056, 2020-04-02 12:16:14, 2020-04-02 12:46:56, John Jones, 005789122, 2020-04-02 11:33:51, 2020-04-02 14:36:51, CPSC 285 Social and Ethical Issues in Computing, 5
Terri Williams, 005930678, 2020-04-02 12:45:16, 2020-04-02 14:25:09, John Jones, 005789122, 2020-04-02 11:33:51, 2020-04-02 14:36:51, CPSC 229 Experimental Course, 5
Austin Wilson, 003572933, 2020-04-02 12:18:57, 2020-04-02 13:13:32, John Jones, 005789122, 2020-04-02 11:33:51, 2020-04-02 14:36:51, MATH 111 Single Variable Calculus II, 5
Joshua Landry, 005542296, 2020-04-02 12:59:03, 2020-04-02 13:06:44, John Jones, 005789122, 2020-04-02 11:33:51, 2020-04-02 14:36:51, CPSC 231 Computer Science II, 5
Kathleen Anderson, 001972636, 2020-04-02 12:09:47, 2020-04-02 14:08:55, John Jones, 005789122, 2020-04-02 11:33:51, 2020-04-02 14:36:51, MATH 115 Calculus Part I: Differentiation and Integration, 5
David Richmond, 001224051, 2020-04-22 14:33:50, 2020-04-22 15:57:06, Crystal Stephenson, 005098338, 2020-04-22 12:39:33, 2020-04-22 15:58:33, CPSC 320 Quantum Information Science, 6
Kathy Richardson, 008928640, 2020-04-22 13:34:04, 2020-04-22 15:35:18, Crystal Stephenson, 005098338, 2020-04-22 12:39:33, 2020-04-22 15:58:33, MATH 211 Linear Algebra, 6
Michelle Schroeder, 000837946, 2020-04-22 14:25:38, 2020-04-22 15:52:26, Crystal Stephenson, 005098338, 2020-04-22 12:39:33, 2020-04-22 15:58:33, CPSC 435 BioMedical Informatics, 6
Travis Guerra, 003943514, 2020-04-22 14:22:30, 2020-04-22 14:44:43, Crystal Stephenson, 005098338, 2020-04-22 12:39:33, 2020-04-22 15:58:33, MATH 315 Linear Algebra II (Advanced Linear Algebra), 6
Jesse Krause, 000415435, 2020-04-22 13:43:55, 2020-04-22 15:53:22, Crystal Stephenson, 005098338, 2020-04-22 12:39:33, 2020-04-22 15:58:33, CPSC 408 Database Management, 6
Tara Reed, 003361842, 2020-04-22 13:24:43, 2020-04-22 14:36:40, Crystal Stephenson, 005098338, 2020-04-22 12:39:33, 2020-04-22 15:58:33, MATH 104 Pre-Calculus Mathematics, 6
Theresa Craig, 004384118, 2020-04-01 15:49:50, 2020-04-01 16:03:22, Crystal Stephenson, 005098338, 2020-04-01 14:46:31, 2020-04-01 16:33:31, CPSC 330L Lab - Digital Logic Design I, 7
Todd Phillips, 005221442, 2020-04-01 15:42:24, 2020-04-01 16:09:53, Crystal Stephenson, 005098338, 2020-04-01 14:46:31, 2020-04-01 16:33:31, MATH 208 Foundations of Geometry, 7
Ronald Galvan, 008931735, 2020-04-01 15:06:38, 2020-04-01 16:22:33, Crystal Stephenson, 005098338, 2020-04-01 14:46:31, 2020-04-01 16:33:31, MATH 453 Foundations of Quantum Mechanics, 7
Sarah Murray, 001275821, 2020-04-01 16:13:57, 2020-04-01 16:22:05, Crystal Stephenson, 005098338, 2020-04-01 14:46:31, 2020-04-01 16:33:31, CPSC 330 Digital Logic Design I, 7
Brandon Vaughn, 007594724, 2020-04-01 16:21:32, 2020-04-01 16:26:17, Crystal Stephenson, 005098338, 2020-04-01 14:46:31, 2020-04-01 16:33:31, CPSC 393 Machine Learning, 7
Jesse Garrett, 001792116, 2020-04-01 16:25:01, 2020-04-01 16:28:33, Crystal Stephenson, 005098338, 2020-04-01 14:46:31, 2020-04-01 16:33:31, CPSC 291 Student-Faculty Research/Creative Activity, 7
Alexandria Perez, 004809066, 2020-04-24 16:54:59, 2020-04-24 17:03:01, Crystal Stephenson, 005098338, 2020-04-24 14:58:19, 2020-04-24 17:58:19, MATH 451 Complex Analysis, 12
Kenneth Washington, 003211892, 2020-04-24 16:05:19, 2020-04-24 16:50:16, Crystal Stephenson, 005098338, 2020-04-24 14:58:19, 2020-04-24 17:58:19, CPSC 466 Integrated Circuit Design II, 12
Howard Barrett, 003629925, 2020-04-24 15:17:37, 2020-04-24 16:51:01, Crystal Stephenson, 005098338, 2020-04-24 14:58:19, 2020-04-24 17:58:19, MATH 350 Differential Equations, 12
Patricia Garcia, 000521859, 2020-04-24 16:20:22, 2020-04-24 17:14:05, Crystal Stephenson, 005098338, 2020-04-24 14:58:19, 2020-04-24 17:58:19, CPSC 299 Individual Study, 12
Matthew Jensen, 008178974, 2020-04-24 16:30:45, 2020-04-24 17:49:36, Crystal Stephenson, 005098338, 2020-04-24 14:58:19, 2020-04-24 17:58:19, MATH 199 Individual Study, 12
Vickie Strong, 003064853, 2020-04-24 17:13:50, 2020-04-24 17:14:16, Crystal Stephenson, 005098338, 2020-04-24 14:58:19, 2020-04-24 17:58:19, CPSC 246 The Unreal Game Engine, 12
Amanda Morales, 005563069, 2020-04-13 10:41:37, 2020-04-13 11:19:33, Jorge Patton, 001720174, 2020-04-13 10:17:41, 2020-04-13 12:49:41, CPSC 366 Digital Logic Design II, 12
Douglas Conley, 009081506, 2020-04-13 12:29:51, 2020-04-13 12:33:14, Jorge Patton, 001720174, 2020-04-13 10:17:41, 2020-04-13 12:49:41, MATH 229 Experimental Course, 12
Christopher Walker, 000843539, 2020-04-13 11:35:45, 2020-04-13 12:29:20, Jorge Patton, 001720174, 2020-04-13 10:17:41, 2020-04-13 12:49:41, MATH 220 Scientific Computing I, 12
Cynthia James, 006540174, 2020-04-13 10:44:46, 2020-04-13 12:01:10, Jorge Patton, 001720174, 2020-04-13 10:17:41, 2020-04-13 12:49:41, MATH 454 Numerical Analysis, 12
Victoria Lozano, 002702029, 2020-04-13 10:39:43, 2020-04-13 12:41:22, Jorge Patton, 001720174, 2020-04-13 10:17:41, 2020-04-13 12:49:41, MATH 260 Number Theory, 12
Larry Gibbs, 001503374, 2020-04-13 11:04:34, 2020-04-13 12:43:21, Jorge Patton, 001720174, 2020-04-13 10:17:41, 2020-04-13 12:49:41, CPSC 353 Data Communications and Computer Networks, 12
Brittany Barber, 001210981, 2020-04-07 16:42:10, 2020-04-07 17:02:25, Jill Herrera, 007980323, 2020-04-07 13:36:05, 2020-04-07 17:27:05, MATH 203 Introduction to Statistics, 4
Kathryn Warren, 009677609, 2020-04-07 14:44:13, 2020-04-07 15:18:53, Jill Herrera, 007980323, 2020-04-07 13:36:05, 2020-04-07 17:27:05, MATH 280 Mathematics Tutoring, 4
